Species,Family,Order,DR,Insularity,MigratoryBehavior,DietBreadth,HabitatBreadth,BodySize,BrainSize,BrainSampleSize,RelativeBrainSize,BrainSD,BrainReference
Riparia_riparia,Hirundinidae,PASSERIFORMES,0.091,continental,migrant,0,5.803,13.45,0.41,8,-0.056,0.087,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Rissa_brevirostris,Laridae,CHARADRIIFORMES,0.176,continental,migrant,0.014,1.318,377,4.07,4,0.37,0.05,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Rissa_tridactyla,Laridae,CHARADRIIFORMES,0.176,continental,migrant,0.014,1.928,387.25,4.31,10,0.412,0.07,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Rollandia_rolland,Podicipedidae,PODICIPEDIFORMES,0.047,continental,resident,0.014,0.998,336,1.98,2,-0.286,0.018,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Rollulus_rouloul,Phasianidae,GALLIFORMES,0.073,continental,resident,0.185,1.47,238,1.85,10,-0.161,0.095,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Rostratula_benghalensis,Rostratulidae,CHARADRIIFORMES,0.038,continental,migrant,0.175,5.343,121,1.42,8,-0.046,0.05,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Rostrhamus_sociabilis,Accipitridae,ACCIPITRIFORMES,0.089,continental,migrant,0.004,2.285,370.75,5.09,5,0.603,0.031,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Rupicola_peruvianus,Cotingidae,PASSERIFORMES,0.105,continental,resident,0.078,2.125,244,3.36,5,0.422,0.034,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Rynchops_niger,Laridae,CHARADRIIFORMES,0.118,continental,migrant,0.013,5.318,301.5,2.64,8,0.062,0.078,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sagittarius_serpentarius,Accipitridae,ACCIPITRIFORMES,0.014,continental,resident,0.008,2.739,4017,15,2,0.347,0.024,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sakesphorus_luctuosus,Thamnophilidae,PASSERIFORMES,0.116,continental,resident,0,2.502,31.4,1.15,3,0.5,0.087,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Salpinctes_obsoletus,Troglodytidae,PASSERIFORMES,0.057,continental,migrant,0.009,2.569,16.5,0.75,7,0.433,0.111,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Saltator_maximus,Cardinalidae,PASSERIFORMES,0.139,continental,resident,0.071,2.362,47.65,1.39,10,0.455,0.108,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sarcops_calvus,Sturnidae,PASSERIFORMES,0.272,insular,resident,0.024,2.582,142,2.8,6,0.543,0.06,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sarcoramphus_papa,Cathartidae,ACCIPITRIFORMES,0.019,continental,resident,NA,2.924,3400,18.56,5,0.654,0.079,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sarkidiornis_melanotos,Anatidae,ANSERIFORMES,0.115,continental,resident,NA,4.812,2003.75,6.99,6,-0.026,0.106,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sasia_abnormis,Picidae,PICIFORMES,0.082,continental,resident,0,2.062,8.1,0.58,2,0.575,0.024,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Saxicola_torquatus,Muscicapidae,PASSERIFORMES,0.225,continental,migrant,0.071,8.286,12.6,0.61,7,0.378,0.031,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sayornis_nigricans,Tyrannidae,PASSERIFORMES,0.221,continental,migrant,0.025,4.463,18.65,0.49,3,-0.061,0.081,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sayornis_phoebe,Tyrannidae,PASSERIFORMES,0.221,continental,migrant,0.016,2.959,18.3,0.59,8,0.135,0.044,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sayornis_saya,Tyrannidae,PASSERIFORMES,0.135,continental,migrant,0.024,3.316,20.9,0.61,5,0.094,0.134,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Scenopoeetes_dentirostris,Ptilonorhynchidae,PASSERIFORMES,0.029,continental,resident,0.053,1.912,146,3.5,1,0.751,0.071,"Sayol, F., Maspons, J., Lapiedra, O., Iwaniuk, A. N., Székely, T., & Sol, D. (2016). Environmental variation and the evolution of large brains in birds. Nature communications, 7, 13971."
Schiffornis_turdina,Cotingidae,PASSERIFORMES,0.08,continental,resident,0.071,1.47,31.7,1.07,5,0.422,0.1,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Schistochlamys_melanopis,Thraupidae,PASSERIFORMES,0.266,continental,resident,NA,3.006,33,1.22,10,0.531,0.034,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Schistocichla_leucostigma,Thamnophilidae,PASSERIFORMES,0.124,continental,resident,0,2.665,23.2,0.98,4,0.509,0.079,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Scissirostrum_dubium,Sturnidae,PASSERIFORMES,0.116,insular,resident,0.185,1.782,50,1.3,3,0.361,0.077,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Sclerurus_mexicanus,Furnariidae,PASSERIFORMES,0.129,continental,resident,0,1.47,21.13,0.79,3,0.346,0.048,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Scolopax_minor,Scolopacidae,CHARADRIIFORMES,0.132,continental,migrant,0,1.519,197.5,2.02,10,0.032,0.092,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Scolopax_rusticola,Scolopacidae,CHARADRIIFORMES,0.103,continental,migrant,0.081,3.303,309.5,2.78,2,0.099,0.038,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Scopus_umbretta,Scopidae,PELECANIFORMES,0.017,continental,resident,0.029,4.532,504,4.25,2,0.25,0.017,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Scytalopus_unicolor,Rhinocryptidae,PASSERIFORMES,0.164,continental,resident,NA,1.735,17.5,0.9,1,0.582,0.071,"Sayol, F., Maspons, J., Lapiedra, O., Iwaniuk, A. N., Székely, T., & Sol, D. (2016). Environmental variation and the evolution of large brains in birds. Nature communications, 7, 13971."
Scythrops_novaehollandiae,Cuculidae,CUCULIFORMES,0.024,continental,migrant,0.063,1.771,765,5.35,2,0.246,0.146,"Iwaniuk, A. N. (2004). Brood parasitism and brain size in cuckoos: a cautionary tale on the use of modern comparative methods. International Journal of Comparative Psychology, 17(1)."
Seiurus_aurocapilla,Parulidae,PASSERIFORMES,0.069,continental,migrant,0.095,3.1,18.8,0.7,10,0.291,0.05,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Selasphorus_rufus,Trochilidae,APODIFORMES,0.663,continental,migrant,0.041,4.233,3.5,0.16,3,-0.242,0.026,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Selenidera_maculirostris,Ramphastidae,PICIFORMES,0.297,continental,resident,NA,1.976,164,2.91,8,0.501,0.076,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Seleucidis_melanoleucus,Paradisaeidae,PASSERIFORMES,0.087,continental,resident,0.116,1.782,175,3.41,4,0.623,0.03,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Semnornis_ramphastinus,Ramphastidae,PICIFORMES,0.063,continental,resident,NA,1.927,97.7,1.91,5,0.37,0.062,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sericornis_citreogularis,Acanthizidae,PASSERIFORMES,0.099,continental,resident,0.165,1.894,17.63,0.79,4,0.448,0.074,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sericornis_frontalis,Acanthizidae,PASSERIFORMES,0.162,continental,resident,0.165,4.2,11.4,0.76,4,0.654,0.08,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Sericornis_magnirostra,Acanthizidae,PASSERIFORMES,0.186,continental,resident,0,3.537,8.46,0.6,7,0.585,0.122,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sericornis_perspicillatus,Acanthizidae,PASSERIFORMES,0.12,continental,resident,0,2.302,8.5,0.55,1,0.495,0.071,"Sayol, F., Maspons, J., Lapiedra, O., Iwaniuk, A. N., Székely, T., & Sol, D. (2016). Environmental variation and the evolution of large brains in birds. Nature communications, 7, 13971."
Sericulus_chrysocephalus,Ptilonorhynchidae,PASSERIFORMES,0.058,continental,resident,0.159,2.476,100,3.34,8,0.916,0.096,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Serinus_flaviventris,Fringillidae,PASSERIFORMES,0.331,continental,resident,0.058,1,16.3,0.72,5,0.399,0.086,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Setophaga_ruticilla,Parulidae,PASSERIFORMES,0.197,continental,migrant,0.073,4.983,8.25,0.36,10,0.088,0.089,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sialia_mexicana,Turdidae,PASSERIFORMES,0.117,continental,migrant,0.112,2.969,26.45,0.84,8,0.282,0.062,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sialia_sialis,Turdidae,PASSERIFORMES,0.076,continental,migrant,0.07,4.435,27.5,0.99,10,0.424,0.105,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sicalis_flaveola,Emberizidae,PASSERIFORMES,0.202,continental,resident,0,3.83,15.4,0.7,6,0.403,0.057,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sigelus_silens,Muscicapidae,PASSERIFORMES,0.142,continental,resident,0.056,3.031,25.7,1,3,0.472,0.031,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sitta_canadensis,Sittidae,PASSERIFORMES,0.147,continental,migrant,0.175,3.439,9.8,0.57,6,0.451,0.044,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sitta_carolinensis,Sittidae,PASSERIFORMES,0.072,continental,resident,0.162,2.894,21,0.86,9,0.435,0.048,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sitta_pygmaea,Sittidae,PASSERIFORMES,0.148,continental,resident,0.175,1.998,10.6,0.55,8,0.371,0.069,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sittasomus_griseicapillus,Dendrocolaptidae,PASSERIFORMES,0.102,continental,resident,0,3.844,12.23,0.55,6,0.291,0.115,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Smicrornis_brevirostris,Acanthizidae,PASSERIFORMES,0.046,continental,resident,0.058,4.583,5.3,0.29,2,0.12,0.071,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Smithornis_capensis,Eurylaimidae,PASSERIFORMES,0.064,continental,resident,0,3.604,23.2,0.78,2,0.281,0.122,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Somateria_mollissima,Anatidae,ANSERIFORMES,0.555,continental,migrant,0.05,2.355,2066.5,8.32,10,0.131,0.107,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Somateria_spectabilis,Anatidae,ANSERIFORMES,0.555,continental,migrant,0.069,1.235,1318.5,7.39,10,0.264,0.089,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Speculanas_specularis,Anatidae,ANSERIFORMES,0.233,continental,migrant,0.156,1.578,1217,6.1,1,0.117,0.071,"Iwaniuk, A. N., Nelson, J. E., James, H. F., & Olson, S. L. (2004). A comparative test of the correlated evolution of flightlessness and relative brain size in birds. Journal of Zoology, 263(3), 317-327."
Spermophaga_haematina,Estrildidae,PASSERIFORMES,0.27,continental,resident,0.175,2.338,22.3,0.88,3,0.424,0.114,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sphecotheres_viridis,Oriolidae,PASSERIFORMES,0.127,insular,resident,0,2.844,121.5,2.24,9,0.408,0.128,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Spheniscus_humboldti,Spheniscidae,SPHENISCIFORMES,0.155,continental,migrant,NA,1.651,4379,15.98,7,0.362,0.057,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sphyrapicus_nuchalis,Picidae,PICIFORMES,0.341,continental,migrant,0.073,3.338,45.64,1.27,5,0.389,0.081,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sphyrapicus_varius,Picidae,PICIFORMES,0.174,continental,migrant,0.073,4.306,49.91,1.3,10,0.362,0.044,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Spindalis_zena,Thraupidae,PASSERIFORMES,0.143,continental,resident,0.008,2.767,25.8,1.31,10,0.74,0.07,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Spiza_americana,Cardinalidae,PASSERIFORMES,0.071,continental,migrant,0.168,2.871,26.28,0.91,7,0.365,0.068,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Spizaetus_melanoleucus,Accipitridae,ACCIPITRIFORMES,0.075,continental,resident,NA,2.18,765,8.1,1,0.661,0.071,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Spizaetus_ornatus,Accipitridae,ACCIPITRIFORMES,0.103,continental,resident,0.002,2.062,1215,7.6,1,0.338,0.071,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Spizaetus_tyrannus,Accipitridae,ACCIPITRIFORMES,0.057,continental,resident,NA,2.559,1013,9.1,1,0.62,0.071,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Spizella_arborea,Emberizidae,PASSERIFORMES,0.114,continental,migrant,0,4.365,17.85,0.74,7,0.376,0.082,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Spiziapteryx_circumcincta,Falconidae,FALCONIFORMES,0.027,continental,resident,NA,2.325,168.5,3.38,3,0.636,0.097,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Sporophila_americana,Emberizidae,PASSERIFORMES,0.514,continental,resident,0.144,3.702,12,0.6,10,0.388,0.054,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Stachyris_whiteheadi,Timaliidae,PASSERIFORMES,0.228,insular,resident,0.185,2.509,19.06,0.82,8,0.441,0.037,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Stagonopleura_bella,Estrildidae,PASSERIFORMES,0.16,continental,resident,0.175,1.72,14,0.64,1,0.367,0.071,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Starnoenas_cyanocephala,Columbidae,COLUMBIFORMES,0.128,continental,resident,0.185,2.062,251,1.63,3,-0.317,0.043,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Steatornis_caripensis,Steatornithidae,CAPRIMULGIFORMES,0.013,continental,resident,NA,2.198,370,3.9,1,0.338,0.071,"Iwaniuk, A. N., & Wylie, D. R. (2006). The evolution of stereopsis and the Wulst in caprimulgiform birds: a comparative analysis. Journal of Comparative Physiology A, 192(12), 1313-1326."
Steganopus_tricolor,Scolopacidae,CHARADRIIFORMES,0.043,continental,migrant,0.058,3.57,59.95,0.65,12,-0.434,0.053,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Stelgidopteryx_ruficollis,Hirundinidae,PASSERIFORMES,0.121,continental,migrant,0,3.275,15.2,0.53,10,0.132,0.101,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Stephanoaetus_coronatus,Accipitridae,ACCIPITRIFORMES,0.042,continental,resident,0.005,3.254,3637.5,14.06,3,0.338,0.018,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Stercorarius_longicaudus,Stercorariidae,CHARADRIIFORMES,0.119,continental,migrant,0.046,1.475,288.5,2.96,6,0.201,0.069,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Stercorarius_parasiticus,Stercorariidae,CHARADRIIFORMES,0.119,continental,migrant,0.053,1.932,445.5,3.89,9,0.231,0.033,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Stercorarius_pomarinus,Stercorariidae,CHARADRIIFORMES,0.26,continental,migrant,0.019,1.647,694,4.79,5,0.19,0.027,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sterna_albifrons,Laridae,CHARADRIIFORMES,0.21,continental,migrant,0.014,4.955,57,1.03,9,0.055,0.038,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Sterna_aleutica,Laridae,CHARADRIIFORMES,0.099,continental,migrant,0,5.175,132.4,1.72,9,0.095,0.056,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Sterna_anaethetus,Laridae,CHARADRIIFORMES,0.203,continental,migrant,0.014,1.993,133.5,1.96,7,0.221,0.08,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Sterna_bergii,Laridae,CHARADRIIFORMES,0.394,continental,resident,0.018,3.634,342,3.36,6,0.233,0.085,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sterna_caspia,Laridae,CHARADRIIFORMES,0.144,continental,migrant,0.01,4.819,666,4.69,6,0.192,0.033,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Sterna_dougallii,Laridae,CHARADRIIFORMES,0.388,continental,migrant,0.005,3.494,63.2,1.53,6,0.393,0.094,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Sterna_forsteri,Laridae,CHARADRIIFORMES,0.239,continental,migrant,0.014,2.355,149,1.97,10,0.165,0.065,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Sterna_fuscata,Laridae,CHARADRIIFORMES,0.138,continental,migrant,0.014,1.993,185.54,2.32,10,0.205,0.077,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sterna_hirundo,Laridae,CHARADRIIFORMES,0.275,continental,migrant,0.005,4.779,139,1.88,10,0.157,0.034,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sterna_lunata,Laridae,CHARADRIIFORMES,0.203,continental,resident,0.02,3.204,108.8,2.04,9,0.376,0.024,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Sterna_maxima,Laridae,CHARADRIIFORMES,0.623,continental,migrant,0.013,2.525,438.4,3.84,10,0.227,0.054,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Sterna_paradisaea,Laridae,CHARADRIIFORMES,0.409,continental,migrant,0.032,4.793,106.3,1.55,10,0.114,0.053,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Sterna_sandvicensis,Laridae,CHARADRIIFORMES,0.432,continental,migrant,0.005,3.375,192,2.44,7,0.236,0.097,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Sterna_sumatrana,Laridae,CHARADRIIFORMES,0.324,continental,migrant,NA,3.36,106,1.31,4,-0.052,0.066,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
